id,title,authors,year,edition,storage_name,storage_path,isRead,type
1755973888222,"О времени, пространстве и других вещах. От египетских календарей до квантовой физики","Азимов Айзек",2018,"","Яндекс Диск","//Файлы/Прочее/Азимов_Айзек_О_времени_пространстве_и_других_вещах_От_египетских.pdf",true,"Научная литература"
